UserIndex,Checked,CreatedAt,FollowersCount,FriendsCount,ScreenName,TweetID,UserID,UserName
8376842,False,2019-08-17 22:43:01,353.0,154.0,moncur_d, ,8376842.0,doug moncur
8384132,False,2019-08-19 19:15:52,78.0,896.0,el2iot2, ,8384132.0,Elliott B. Edwards
8392972,False,2019-08-19 09:03:40,1040.0,532.0,jakekorab, ,8392972.0,Jakub Korab 🇪🇺
8470932,False,2019-08-20 22:43:38,3851.0,3565.0,jefferymyers, ,8470932.0,Jeffery Myers
8472272,False,2019-08-20 17:57:19,21333.0,1409.0,pwang, ,8472272.0,Peter Wang
8472752,False,2019-08-18 22:12:27,3423.0,779.0,jalvarez, ,8472752.0,jalvarez
8553412,False,2019-08-19 16:57:16,8180.0,1380.0,JanKutschera, ,8553412.0,Jan Kutschera
8611542,False,2019-08-20 01:24:51,154.0,152.0,robdias, ,8611542.0,Roberto Dias
8617842,False,2019-08-18 15:34:42,407.0,119.0,Sajesh, ,8617842.0,#DeModitiseIndia
8669812,False,2019-08-18 15:15:30,1726.0,520.0,eytanlevit, ,8669812.0,Eytan Levit
8678592,False,2019-08-20 21:43:14,30.0,130.0,fpatano, ,8678592.0,Franco Patano
8697162,False,2019-08-16 13:35:53,331.0,2153.0,josgraha, ,8697162.0,Joe Graham
"8715542,False,2019-08-20 16:18:46,4841,2492,Wolven, ,8715542,""Damien,""",,,,,,,,
8720422,False,2019-08-19 04:38:43,8487.0,4550.0,mwilcox, ,8720422.0,Mark Wilcox
8724862,False,2019-08-19 02:55:01,216567.0,1148.0,MITSloan, ,8724862.0,MIT Sloan School of Management
8749832,False,2019-08-17 22:23:48,2898.0,5001.0,foxgrrl, ,8749832.0,foxgrrl
8750272,False,2019-08-19 20:42:07,705.0,260.0,chibani, ,8750272.0,Loïc 😬
8816072,False,2019-08-20 16:43:51,2652.0,1268.0,JohnAlexander, ,8816072.0,John Alexander
8836192,False,2019-08-18 23:09:15,945.0,554.0,RangerRick, ,8836192.0,Benjamin Reed
