UserIndex,Checked,CreatedAt,FollowersCount,FriendsCount,ScreenName,TweetID,UserID,UserName
8932272,False,2019-08-16 20:35:26,5861.0,1184.0,neuromusic, ,8932272.0,Justin Kiggins
8940342,False,2019-08-19 16:08:52,620842.0,505.0,HoustonChron, ,8940342.0,Houston Chronicle
8942142,False,2019-08-21 12:00:09,401.0,1159.0,Lariar,1164145160026034176,8942142.0,Randy Lariar
8960202,False,2019-08-14 20:05:07,3894.0,706.0,clifflampe, ,8960202.0,clifflampe
8980232,False,2019-08-19 12:00:59,10511.0,2265.0,ApacheCon, ,8980232.0,ApacheCon
9035752,False,2019-08-18 20:38:12,203.0,639.0,Hazardius, ,9035752.0,Marcin Mateusz Hanc @ 🇳🇴Bergen 🏳️‍🌈🍳
9090402,False,2019-08-19 11:21:09,1642.0,266.0,zaferdemirkol, ,9090402.0,📚 zaferdemirkol
9090912,False,2019-08-22 18:00:04,729.0,190.0,technogenii,1164598124318527490,9090912.0,Kristina Schneider
9093242,False,2019-08-16 17:35:15,707.0,1128.0,jcastanedacano, ,9093242.0,Jorge Castañeda ☁
9099062,False,2019-08-19 03:23:35,745.0,952.0,morioka, ,9099062.0,Yasuhiro Morioka
9115762,False,2019-08-17 22:23:51,24712.0,2778.0,alexjc, ,9115762.0,Alex J. Champandard
9133362,False,2019-08-19 11:13:25,2329.0,672.0,taquo, ,9133362.0,Takuo Suzuki
9151782,False,2019-08-20 20:20:32,3591.0,923.0,ghaff, ,9151782.0,Gordon Haff
9170162,False,2019-08-20 16:57:05,7560.0,8299.0,Securityblog, ,9170162.0,Securityblog
9224982,False,2019-08-18 01:00:02,2416.0,1085.0,neuralmarket, ,9224982.0,Blockchain Ott ++
9257522,False,2019-08-20 19:42:30,1060.0,293.0,webovator, ,9257522.0,Uncle Christmas
9264652,False,2019-08-22 13:58:15,5357.0,1388.0,PibeGeek,1164537269094686721,9264652.0,PibeGeek 🇦🇷🇨🇴🇪🇸
9268932,False,2019-08-20 02:28:23,825.0,851.0,pbprado, ,9268932.0,Paulo Braga Prado
9284062,False,2019-08-22 16:17:59,12566.0,10923.0,gerardsans,1164572433120034821,9284062.0,ᐸGerardSans/ᐳ😉🇬🇧
9305452,False,2019-08-19 17:54:14,3208.0,3440.0,Noodlefish, ,9305452.0,Noodlefish
9305482,False,2019-08-15 18:16:16,1452.0,635.0,094459, ,9305482.0,Ricardo Sueiras
9307842,False,2019-08-19 13:31:14,2091.0,2592.0,gavjs, ,9307842.0,Gavin Stirrat
9316032,False,2019-08-21 00:40:04,7550.0,2685.0,jamescham,1163974012092874752,9316032.0,James Cham ✍🏻
9316452,False,2019-08-21 20:27:44,17409.0,320.0,xamat,1164272899257012224,9316452.0,Xavier 🎗️
9396072,False,2019-08-18 05:00:00,412844.0,12.0,wired_jp, ,9396072.0,WIRED.jp
9413142,False,2019-08-18 05:51:28,1973.0,1280.0,NGC6544, ,9413142.0,Christian Spließ
9422222,False,2019-08-19 02:22:32,58.0,833.0,markjvickers, ,9422222.0,markjvickers
9459152,False,2019-08-18 01:23:12,17672.0,2857.0,holasolprieto, ,9459152.0,Sol Prieto
9460682,False,2019-08-20 19:12:33,422656.0,420.0,ch9, ,9460682.0,Microsoft Channel 9
9494442,False,2019-08-19 09:46:00,679.0,1538.0,navarroangel, ,9494442.0,Ángel Navarro
9521272,False,2019-08-18 21:30:26,1139.0,505.0,Downs, ,9521272.0,Lisa Downs
9526102,False,2019-08-19 14:31:10,1080.0,1511.0,LBStone, ,9526102.0,Brandon Stone
9556072,False,2019-08-21 23:20:34,3256.0,3261.0,mihaela_v,1164316390641156098,9556072.0,Dr. V
9618292,False,2019-08-20 19:30:14,323.0,312.0,vantiss, ,9618292.0,vantiss
9624792,False,2019-08-18 14:15:07,2939.0,968.0,robchandhok, ,9624792.0,Rob Chandhok
9661312,False,2019-08-19 08:18:28,599.0,413.0,BernardoSosa, ,9661312.0,Bernardo Sosa
9684932,False,2019-08-17 23:34:59,7330.0,1111.0,andyhickl, ,9684932.0,andy hickl
9686792,False,2019-08-17 18:51:50,2112.0,652.0,refuturing, ,9686792.0,Dr. Chris Rice
9735202,False,2019-08-20 11:17:04,3303.0,237.0,dagh, ,9735202.0,Dag Holmboe
9737982,False,2019-08-22 14:41:20,80324.0,12144.0,magento,1164548109730365443,9737982.0,Magento
9770812,False,2019-08-19 08:33:10,2247.0,2515.0,sproutlabs_au, ,9770812.0,Sprout Labs
9774272,False,2019-08-19 12:37:34,2058.0,2553.0,pablovittori, ,9774272.0,pablovittori
